,Customer ID,Age,Gender,Marital Status,Income Level,Education,Occupation,Residential Status,Dependents,Debt-to-Income,Credit_Bureau,last_3months_personal_loan_inq,last_3months_credit_card_inq,last_3months_mortgage_inq,last_6months_personal_loan_inq,last_6months_credit_card_inq,last_6months_mortgage_inq
163,2f4f4770-ee80-4d31-8099-3a87b74b0253,43,Female,Divorced,High,High School,Art therapist,Owns house,"(1,)","(0.33,)",645,True,False,True,False,True,False
164,80b74a75-9338-44e8-8d8d-fc61e0ecb06c,43,Male,Divorced,Low,University,Sub,Owns house,"(0,)","(0.3,)",557,True,False,True,False,False,True
165,c0bd5ae5-b0ad-4d1d-8cd7-70a9aeab4101,50,Male,Divorced,Low,University,"Radiographer, diagnostic",Owns house,"(1,)","(0.44,)",498,False,True,False,False,False,True
166,db471666-65b1-4cc5-9868-1d17a300ddb7,60,Male,Married,Medium,College,"Therapist, sports",Rents,"(5,)","(0.49,)",603,False,True,True,False,True,False
167,522f6ae3-01f2-49b8-8bec-7049622082ea,27,Female,Single,High,University,Lexicographer,Owns house,"(4,)","(0.5,)",575,True,False,False,False,True,False
168,83d7a775-74c4-4186-a7ae-da53da68e9d0,58,Male,Divorced,Low,University,Production manager,Living with parents,"(2,)","(0.15,)",469,True,True,True,False,False,True
169,431534fd-0182-48df-a6fe-a612ffa8391a,53,Female,Divorced,Medium,College,Armed forces training and education officer,Rents,"(3,)","(0.12,)",535,False,True,False,True,True,True
170,86bc94ae-efbf-4c4f-928c-5ee5f67de54d,65,Male,Single,Low,College,Medical laboratory scientific officer,Owns house,"(5,)","(0.32,)",503,True,True,True,True,True,True
171,fe4e70b4-d988-423c-9e67-5c5ccd344d8b,24,Male,Married,Medium,University,Film/video editor,Rents,"(3,)","(0.16,)",568,True,False,True,False,True,False
172,f7e2304f-2d34-4bfe-b6fd-3a7136a73435,27,Female,Divorced,Low,University,Dietitian,Owns house,"(1,)","(0.44,)",548,False,False,True,True,True,True
173,a9f3349c-1217-4047-9014-0ebdab048aaf,26,Female,Widowed,Medium,High School,Higher education careers adviser,Rents,"(5,)","(0.42,)",764,True,False,True,False,True,True
174,74fbbaf4-1a1e-4a75-bad5-3f10f15401d0,44,Male,Divorced,Low,College,Medical secretary,Living with parents,"(0,)","(0.11,)",462,True,True,True,True,True,False
175,016f12e1-489b-4848-a7ca-dac1844bcd2c,50,Female,Married,Low,High School,Oncologist,Owns house,"(4,)","(0.29,)",434,True,True,True,True,True,False
176,ec57ad03-b1c4-4914-9cc0-035b455d9df2,27,Male,Widowed,Low,University,Toxicologist,Owns house,"(4,)","(0.18,)",600,True,True,True,True,False,True
177,99393bcf-7359-4800-942d-895fb5476b2a,37,Male,Single,Medium,University,Tourist information centre manager,Rents,"(4,)","(0.38,)",767,True,False,False,False,False,True
178,55c92d17-1d2f-4a89-a510-b9970e8255ab,60,Male,Single,Medium,University,"Lighting technician, broadcasting/film/video",Rents,"(3,)","(0.41,)",814,True,True,True,True,True,True
179,273d4bcd-4385-43a4-8574-f68a89592709,70,Male,Divorced,Medium,College,Conference centre manager,Living with parents,"(4,)","(0.19,)",769,True,True,False,True,False,True
180,6506a519-aa19-444c-8180-8a8854ceabd7,25,Male,Single,Medium,University,"Programme researcher, broadcasting/film/video",Owns house,"(5,)","(0.37,)",573,True,True,True,True,True,False
181,97fab2df-1af4-461f-9019-1125c47d4d86,36,Male,Married,Medium,College,Waste management officer,Living with parents,"(4,)","(0.16,)",807,False,False,True,False,True,True
182,8df1f59a-670c-45c7-af4d-71245a90e375,54,Male,Widowed,High,University,Medical physicist,Living with parents,"(4,)","(0.25,)",613,True,True,False,True,True,True
183,f9a4942b-63a9-4d2d-9879-009de47aea7f,60,Female,Married,High,College,Toxicologist,Living with parents,"(1,)","(0.15,)",747,True,True,False,False,True,True
184,5fce8876-d0d8-49e2-bfd1-793cdd5480f8,69,Female,Widowed,Low,High School,"Teacher, music",Owns house,"(4,)","(0.34,)",414,True,True,False,False,True,True
185,0a2d486e-d511-4759-b174-8d34231ff7ba,49,Male,Divorced,Low,High School,"Engineer, civil (consulting)",Owns house,"(4,)","(0.43,)",706,True,True,True,True,False,False
186,dbb62f66-ded3-4f93-a422-a2e89ad97f18,28,Male,Widowed,Low,College,"Scientist, research (life sciences)",Owns house,"(2,)","(0.11,)",615,True,False,False,False,True,False
187,b64d1ebd-4740-4f28-8d74-087f0c78274f,41,Female,Married,High,College,Glass blower/designer,Rents,"(4,)","(0.24,)",827,False,True,False,True,True,False
188,578968da-63ed-46c2-b01e-ddf2b884c4d3,45,Female,Widowed,Low,University,Animal nutritionist,Rents,"(3,)","(0.34,)",449,False,True,False,False,True,True
189,cebe8619-efa2-4446-a64f-06c084ed8313,59,Female,Single,High,University,Catering manager,Rents,"(4,)","(0.32,)",415,False,True,False,False,True,False
190,0d9b6f1f-cbbd-46ae-9e4d-81ddf5a698d5,35,Male,Single,Medium,High School,Early years teacher,Owns house,"(5,)","(0.13,)",818,False,True,True,False,True,True
191,d8e5e518-3ec3-4029-9d07-f173ceed34c5,22,Male,Divorced,Medium,College,"Accountant, chartered public finance",Owns house,"(1,)","(0.26,)",717,True,True,False,False,False,True
192,455809e4-aaa4-4998-95e0-1f0a9c371fc8,57,Female,Single,Medium,College,Insurance account manager,Rents,"(2,)","(0.21,)",726,True,False,True,True,True,True
193,0e2c2364-368e-4d08-a4d3-6e13a377fd2b,58,Male,Widowed,High,University,"Civil engineer, consulting",Owns house,"(4,)","(0.37,)",599,True,False,True,True,True,False
194,c4fe497b-5527-4776-9852-a531de8177bd,35,Female,Married,High,High School,"Nurse, adult",Owns house,"(5,)","(0.33,)",437,True,True,False,True,False,True
195,2324c3f0-2977-4fe1-9f50-514887bdb97e,51,Female,Widowed,High,University,Physiological scientist,Living with parents,"(2,)","(0.24,)",546,True,True,False,True,True,True
196,f1e91b5f-846a-4065-a9cb-51026682347c,28,Male,Single,Medium,College,Community development worker,Rents,"(4,)","(0.37,)",459,True,False,True,False,True,True
197,89a4e63e-c114-4e12-a8b7-bc41791cb2bc,27,Male,Divorced,High,College,Bonds trader,Owns house,"(0,)","(0.33,)",649,True,True,True,True,False,True
198,15df377e-6d8a-439e-9d93-714a585fffe3,70,Male,Widowed,High,College,Photographer,Owns house,"(5,)","(0.15,)",847,True,True,False,False,True,False
199,828ab7cb-c5d2-4ee7-aba8-69697d6d0cee,31,Male,Married,Low,University,"Production assistant, radio",Rents,"(1,)","(0.15,)",662,True,True,False,True,True,False
200,b042545d-0641-4b31-9b31-b95b8503b2a7,57,Male,Widowed,High,College,"Presenter, broadcasting",Rents,"(0,)","(0.12,)",679,False,True,True,True,True,True
201,a676511f-da2f-41a4-b383-a55a48855023,33,Male,Divorced,Low,University,Actuary,Owns house,"(2,)","(0.46,)",642,False,False,True,True,True,False
202,4c98b8f9-4178-4346-891b-fbbe895dc074,56,Male,Divorced,Low,High School,Actor,Rents,"(4,)","(0.25,)",698,True,True,True,False,False,True
203,570ef8b1-43f7-42bf-a6c7-ee4375cdd981,33,Male,Widowed,Low,University,Ship broker,Rents,"(0,)","(0.38,)",421,False,True,True,True,True,True
204,cbac9b2c-8bc8-46f3-b4b4-4094dc2b1215,28,Female,Divorced,Low,High School,Location manager,Owns house,"(2,)","(0.2,)",465,True,True,True,False,False,True
205,8a2129ff-7450-460a-8da4-582c40e5fc1e,39,Male,Widowed,Low,College,Air broker,Living with parents,"(2,)","(0.22,)",449,False,True,False,True,True,True
206,2d69f8c0-2772-4e77-9ada-8e8b1c872048,33,Female,Single,Medium,College,"Lighting technician, broadcasting/film/video",Owns house,"(1,)","(0.37,)",481,True,True,True,True,True,True
207,42d305be-5cf8-456e-8cfb-2f5a67ace3a5,35,Male,Widowed,High,High School,Advertising art director,Living with parents,"(4,)","(0.14,)",725,True,True,True,True,True,False
208,39e68ba2-4dad-458d-a295-cc9c667a2fa3,52,Male,Single,Low,High School,"Journalist, newspaper",Living with parents,"(3,)","(0.47,)",435,True,False,False,False,True,True
209,ee1e555a-baa5-457c-87bd-af6aae1d954e,65,Female,Single,Low,University,Media buyer,Rents,"(2,)","(0.48,)",755,False,True,True,True,True,True
210,d26ade67-563a-4fc9-b7a2-f9e6c20b2560,61,Male,Single,Medium,College,Contracting civil engineer,Living with parents,"(0,)","(0.47,)",597,False,True,False,True,False,True
211,06778ffa-9507-4119-bc07-2a5ca2a54789,62,Male,Widowed,High,High School,Maintenance engineer,Living with parents,"(0,)","(0.25,)",839,True,True,False,True,True,True
212,c1cfd33b-27ab-4cda-a942-9f7d322da2e7,20,Female,Single,Medium,College,Product manager,Living with parents,"(5,)","(0.42,)",484,False,True,False,True,False,True
213,02033452-1dd3-42e7-b25b-61ff5400ecdb,61,Female,Single,Medium,High School,Adult guidance worker,Rents,"(2,)","(0.38,)",654,True,True,False,False,True,False
214,3b384b5b-7190-4bb6-810d-e17770ec8f9f,69,Male,Married,High,High School,"Surveyor, hydrographic",Owns house,"(2,)","(0.17,)",513,True,True,False,True,False,False
215,14dd6e83-33a5-435a-bf43-8b48bed070d5,50,Male,Married,Medium,University,Call centre manager,Rents,"(4,)","(0.14,)",573,True,False,True,True,False,True
216,a952bbee-8c16-4cb4-b712-fb1edd7bfaae,47,Female,Married,Medium,High School,Town planner,Rents,"(4,)","(0.28,)",777,True,False,True,False,True,True
217,e5209585-a01f-4f88-b893-ab966677c279,43,Female,Single,Low,University,Ceramics designer,Living with parents,"(3,)","(0.11,)",633,False,True,True,True,True,True
218,432e3932-b888-4078-9205-cf69e853106f,32,Male,Married,Medium,University,Clothing/textile technologist,Owns house,"(3,)","(0.36,)",441,True,True,True,False,True,True
219,a6244746-aef6-46e9-8f6a-0b9c69b4cbc7,68,Female,Single,Medium,College,Special educational needs teacher,Owns house,"(2,)","(0.37,)",706,True,False,True,True,False,False
220,d8eb0ebf-6e08-4cc4-8612-6da491b3c1ca,43,Male,Divorced,Medium,College,"Psychologist, sport and exercise",Owns house,"(3,)","(0.26,)",712,True,True,True,True,False,False
221,0487cf65-255c-4dd8-8267-aba10de57899,45,Female,Divorced,High,High School,Production engineer,Owns house,"(3,)","(0.44,)",590,True,False,False,False,True,True
222,df7d4eb7-adb7-4156-a5da-f0fae9134bef,47,Male,Divorced,Low,College,"Optician, dispensing",Living with parents,"(0,)","(0.43,)",441,True,False,True,True,True,True
223,bb44d528-0199-4650-a5bf-44dcb3790728,68,Male,Married,Medium,University,Risk manager,Living with parents,"(2,)","(0.43,)",600,True,True,False,False,True,True
224,fe508863-79ce-4025-860a-9ea75ad43888,22,Male,Married,Medium,University,Oncologist,Owns house,"(1,)","(0.11,)",497,True,True,True,True,True,True
225,a68a87d3-6917-4f10-b9a2-4b391f359c59,64,Male,Married,High,College,Land,Living with parents,"(2,)","(0.47,)",462,True,False,False,True,True,True
226,c8048fd8-4681-4b93-8d92-f027c9507e0f,55,Female,Married,High,University,Diagnostic radiographer,Owns house,"(2,)","(0.36,)",596,True,False,False,True,False,True
227,1bf9a401-620b-4106-a835-111359931962,42,Male,Single,High,University,Chief Executive Officer,Living with parents,"(3,)","(0.38,)",605,True,False,True,True,True,False
228,3a74b2c4-3963-4a82-ae55-c28b7f931283,21,Male,Single,Low,College,Engineering geologist,Owns house,"(0,)","(0.26,)",710,True,False,True,False,False,True
229,43631f48-9ddb-4dfc-aa53-f35f0dc9dda5,57,Male,Divorced,Medium,College,Psychiatric nurse,Owns house,"(4,)","(0.46,)",520,True,True,True,False,True,True
230,0a4d7e25-d48a-4ce0-b184-0fb6e3d708b3,32,Female,Widowed,Low,High School,"Surveyor, building",Owns house,"(0,)","(0.38,)",819,False,False,True,True,True,False
231,2c567413-b740-4e2a-af00-7c6642469999,55,Female,Divorced,Low,University,Petroleum engineer,Living with parents,"(4,)","(0.5,)",467,False,False,True,False,False,True
232,891bbd61-ba7d-4e8f-910d-d1dc85448f30,50,Male,Married,Low,University,Chartered legal executive (England and Wales),Rents,"(3,)","(0.41,)",748,False,False,True,True,True,True
233,32af3462-19ce-4fcc-ac50-161a88ae2124,35,Male,Single,High,High School,IT trainer,Rents,"(3,)","(0.3,)",658,False,True,False,True,True,False
234,710e2b66-7675-4869-baae-5c76273ff8c4,66,Male,Married,Low,University,Trade mark attorney,Rents,"(0,)","(0.49,)",789,True,False,False,False,False,True
235,d56e0ecc-3485-409f-a438-3181cc1b0cd3,48,Male,Single,Medium,High School,Make,Living with parents,"(3,)","(0.42,)",624,False,True,False,False,True,False
236,f9dd3b0a-db70-4ad2-a65e-4bff93be1a09,53,Female,Widowed,Medium,High School,"Scientist, research (physical sciences)",Rents,"(4,)","(0.36,)",713,True,True,True,True,False,False
237,b5c54568-2337-4c0c-9e31-7f0ecea24e81,45,Male,Married,Low,University,Trade mark attorney,Living with parents,"(2,)","(0.31,)",801,True,True,False,False,False,True
238,247d25cf-2202-4c2e-ba2e-a5ba6da094f7,35,Male,Divorced,Medium,University,Building control surveyor,Owns house,"(5,)","(0.44,)",407,True,False,True,False,True,True
239,7f25e98f-b404-4a6a-8ff8-687fadfbd93d,40,Male,Married,Low,High School,Consulting civil engineer,Rents,"(3,)","(0.35,)",426,True,True,True,False,True,False
240,f5372493-2327-46d2-a254-76edbfe5eef3,45,Female,Divorced,Low,University,Newspaper journalist,Living with parents,"(1,)","(0.22,)",792,True,True,True,True,True,True
241,96bf6d69-1165-4ee0-a402-9471b7d66428,69,Female,Married,High,University,Software engineer,Owns house,"(4,)","(0.22,)",685,False,True,True,False,True,True
242,d851d16f-50ab-4642-8e6d-e9e2fafcd087,23,Male,Divorced,High,University,Immunologist,Owns house,"(5,)","(0.44,)",447,False,True,False,True,True,True
243,2bcb9acc-c3b0-464c-8b3e-3dc92ba8a994,63,Male,Single,High,High School,Brewing technologist,Living with parents,"(0,)","(0.39,)",472,True,False,False,False,True,True
244,d5159940-8692-48c8-b6ee-171917197dc3,29,Male,Widowed,Medium,High School,Physiotherapist,Owns house,"(1,)","(0.27,)",787,True,False,True,True,True,False
245,2ff06e4b-5db7-4aca-8d1a-b50de36014d7,67,Male,Divorced,Medium,University,Quarry manager,Rents,"(2,)","(0.33,)",598,True,True,False,True,False,True
246,76120b2b-bdc0-4803-9b60-355e3f4b940b,31,Male,Divorced,High,High School,"Psychologist, counselling",Living with parents,"(5,)","(0.27,)",710,False,True,False,True,False,False
247,46ae6343-f3dc-453c-83e0-46bc5890959f,40,Male,Married,Low,University,Dealer,Rents,"(1,)","(0.14,)",618,False,False,True,False,False,True
248,7794cad9-b0f8-4868-b853-7c47a44cb680,46,Male,Married,Medium,High School,"Administrator, Civil Service",Rents,"(5,)","(0.4,)",624,True,True,True,True,True,False
249,e121103a-3629-4d80-a071-fac7121792f4,46,Female,Single,Medium,College,"Development worker, community",Living with parents,"(1,)","(0.2,)",423,False,True,True,True,False,True
250,0ac76ef7-9168-415b-bc74-2cbf7a7d2f7c,42,Male,Divorced,High,College,Lobbyist,Rents,"(2,)","(0.12,)",766,False,True,False,False,True,False
251,a0a08edb-0c0e-44c0-8edc-b403bfbc01f5,62,Female,Married,Medium,College,"Physicist, medical",Living with parents,"(3,)","(0.32,)",406,True,True,True,True,True,True
252,1801b8ed-94e9-4e53-b104-faaad57a6fdf,35,Male,Single,Medium,College,"Research officer, government",Rents,"(3,)","(0.46,)",544,False,False,True,True,True,True
253,befd918e-f2e0-41f4-9efc-4809aa984211,42,Female,Widowed,Medium,College,Television camera operator,Owns house,"(3,)","(0.18,)",420,True,True,True,True,True,False
254,465ac1c9-1adb-43ee-947e-ff3c7e915065,28,Male,Widowed,Low,College,Environmental manager,Owns house,"(2,)","(0.25,)",537,True,True,True,True,False,True
255,6078fb63-7aa0-4728-8f62-42441ab3b670,41,Female,Single,Low,College,Logistics and distribution manager,Owns house,"(0,)","(0.27,)",455,True,True,False,False,True,True
256,6c75cdde-7bd7-4a32-9eec-5f84d0b9f39f,23,Female,Single,Medium,College,Training and development officer,Rents,"(2,)","(0.34,)",482,True,True,False,True,True,True
257,97a77038-aad6-4e37-a49b-e4922e926ad3,22,Male,Single,Medium,University,Herpetologist,Owns house,"(3,)","(0.22,)",413,False,False,True,False,False,True
258,31c6ee4a-74b3-4298-ba6a-69f47e2a52f2,63,Male,Married,Medium,High School,Landscape architect,Living with parents,"(3,)","(0.42,)",631,True,True,True,True,True,False
259,4d55d6e6-7120-480a-9774-16ebd71316f2,43,Female,Widowed,High,University,Magazine journalist,Rents,"(4,)","(0.4,)",405,False,False,True,False,False,True
260,edb575da-bc35-48fd-a572-8b555604e94a,57,Female,Single,High,College,Lawyer,Rents,"(0,)","(0.24,)",820,True,True,True,True,True,False
261,2501ea18-3803-4f1d-ae42-55919017a3f5,55,Male,Widowed,High,University,"Surveyor, land/geomatics",Living with parents,"(0,)","(0.47,)",744,True,True,False,True,True,False
262,9e74b5f2-f99f-4833-9b8a-4ac405d5c758,24,Female,Single,Medium,College,Dispensing optician,Rents,"(0,)","(0.41,)",489,False,True,False,True,True,False
263,4f53e246-e13f-41bc-9e3f-aeef27b57031,33,Male,Widowed,Low,University,Passenger transport manager,Owns house,"(2,)","(0.13,)",662,False,False,True,False,True,True
264,28ae32b4-a5fb-48c7-a654-25c21660c5f7,60,Male,Widowed,Low,High School,"Conservator, furniture",Rents,"(0,)","(0.21,)",830,True,True,False,True,True,True
265,22673e1c-1e96-4142-ac4b-3335390fd3ee,38,Male,Married,Medium,High School,Politician's assistant,Living with parents,"(0,)","(0.23,)",823,True,False,False,True,False,False
266,7d8b1f76-020f-455f-87de-f7807e89f0cb,37,Male,Widowed,High,University,Town planner,Rents,"(4,)","(0.34,)",466,True,True,False,False,True,False
267,833edbd5-5ba8-43fb-b327-58cccec47bcf,42,Female,Widowed,High,College,Manufacturing engineer,Owns house,"(5,)","(0.34,)",442,False,False,True,True,True,True
268,4e52d0f6-5547-4595-a0dc-b31ccdb217c2,50,Female,Widowed,High,College,Licensed conveyancer,Owns house,"(4,)","(0.39,)",513,True,True,True,False,True,False
269,74e26c3c-4ecd-400d-92db-e2049c2c6b49,34,Female,Married,Medium,High School,"Scientist, research (life sciences)",Owns house,"(4,)","(0.36,)",426,True,True,False,False,True,True
270,a31d7db8-79c2-4139-8689-3ecec76038c4,60,Male,Single,Low,University,Senior tax professional/tax inspector,Rents,"(1,)","(0.2,)",436,True,True,False,True,True,False
271,ffb04268-5897-4611-ada6-0c7f35220d54,46,Female,Single,Low,College,Local government officer,Rents,"(2,)","(0.49,)",519,False,False,True,True,True,True
272,33831241-c8ea-4b4e-8874-b1e604cafe78,52,Male,Divorced,High,College,Paramedic,Owns house,"(0,)","(0.34,)",428,False,True,True,True,True,False
273,749725d2-4d95-439c-a027-1915891d7efb,26,Female,Single,High,College,Broadcast engineer,Rents,"(4,)","(0.33,)",550,True,False,False,False,True,False
274,392d929c-2e0d-440e-aedb-0df87bbd863a,37,Male,Married,Low,University,"Librarian, academic",Living with parents,"(3,)","(0.16,)",737,True,False,True,True,True,True
275,74133c73-b4c2-4bbd-a02c-1bafd2f65073,61,Female,Divorced,High,University,Regulatory affairs officer,Living with parents,"(2,)","(0.1,)",845,False,True,True,True,False,True
276,807ed8b6-ae26-4ea7-8180-97966cc79aee,29,Male,Married,High,High School,Technical author,Rents,"(4,)","(0.2,)",702,False,False,True,False,True,True
277,b43235f9-59d6-420d-9635-2309cb567b9f,48,Female,Single,Medium,University,Surgeon,Rents,"(0,)","(0.48,)",752,True,True,True,True,True,True
278,49c24f4f-73e1-427f-bb08-8f4e6bf4b303,50,Female,Widowed,High,College,Air cabin crew,Rents,"(4,)","(0.36,)",560,True,True,True,True,False,True
279,298fb010-17cb-4c5c-ae27-28ce273f1d3a,46,Male,Married,Medium,High School,Animator,Owns house,"(4,)","(0.16,)",843,False,False,True,True,True,True
280,309d6986-7d3d-46a9-9414-90f0aba59fb5,64,Male,Single,Medium,University,Personnel officer,Owns house,"(4,)","(0.12,)",659,True,True,False,True,True,True
281,5658c577-9bb0-4547-aa03-e1a4615dc68d,25,Male,Single,Medium,College,Applications developer,Owns house,"(3,)","(0.21,)",668,False,True,False,True,True,True
282,dac5f909-48f4-4b28-9d7f-fcdbe53d6ea1,40,Male,Single,Medium,University,"Conservation officer, nature",Living with parents,"(3,)","(0.25,)",667,True,True,True,True,False,False
283,cc009186-55ed-4ce1-b51b-0c2c292416f4,47,Female,Married,High,College,"Designer, jewellery",Owns house,"(0,)","(0.37,)",703,True,False,False,False,False,True
284,770e5245-aea3-4bdf-b129-b98c5f1f40ba,62,Male,Divorced,Low,University,"Accountant, chartered certified",Living with parents,"(2,)","(0.49,)",795,False,True,False,True,True,True
285,3f75b289-9967-4f82-9b88-0b52ef5b94ce,41,Male,Single,High,College,Associate Professor,Owns house,"(1,)","(0.12,)",646,True,False,False,True,True,False
286,65904c91-fcae-4d7f-a8a4-7ea9139bf3b8,57,Female,Married,Low,College,Counselling psychologist,Owns house,"(3,)","(0.27,)",565,True,True,True,True,True,True
287,c1023864-a1f8-4689-8d67-41f8bec46c6f,70,Female,Single,High,College,Secondary school teacher,Rents,"(5,)","(0.31,)",429,False,True,True,False,True,True
288,e8e46b40-b501-44bf-9dd0-a5b009ca2981,21,Female,Widowed,Medium,High School,"Secretary, company",Living with parents,"(3,)","(0.48,)",679,True,False,True,True,True,True
289,34db0adf-8bbc-4388-be7e-345c8891f064,23,Male,Single,High,High School,"Therapist, horticultural",Rents,"(3,)","(0.3,)",779,True,True,True,True,True,True
290,e40103ab-086f-4121-a56f-2185dffc688c,24,Female,Single,Low,College,Structural engineer,Rents,"(0,)","(0.25,)",713,False,True,False,True,True,True
291,47d3fa44-1e6f-40c0-9f08-b0b4026112e3,21,Male,Divorced,Low,High School,"Psychotherapist, child",Living with parents,"(5,)","(0.29,)",571,False,False,True,True,True,True
292,b495dce2-4859-420a-b520-61d4286bd68c,34,Female,Single,High,College,Equities trader,Owns house,"(2,)","(0.33,)",781,False,True,False,True,True,True
293,bdf196db-a2fd-42ae-9ada-a57b56e5bfce,68,Female,Married,High,College,Sports administrator,Rents,"(2,)","(0.36,)",450,False,True,False,True,False,True
294,42dcfcfb-f4bd-45e4-b9f6-012c688b88da,39,Male,Widowed,High,College,"Journalist, newspaper",Owns house,"(2,)","(0.3,)",810,False,True,True,True,False,True
295,e570933b-a8af-4519-9f43-12e0bd27c3f4,69,Female,Single,Medium,College,Tax inspector,Owns house,"(0,)","(0.25,)",699,True,True,False,False,True,True
296,4c58d015-62d2-4b15-8b6d-7e7f234c0adb,57,Male,Single,Low,College,Television production assistant,Owns house,"(3,)","(0.35,)",565,False,True,True,True,False,True
297,573f61d3-b072-4d2a-bf89-d9f34e5c58cc,25,Female,Widowed,Medium,University,Press photographer,Living with parents,"(2,)","(0.12,)",463,True,False,True,True,True,True
298,6c80ed83-793c-42ed-80b1-77774e9cedea,53,Male,Married,Low,University,Chartered loss adjuster,Living with parents,"(2,)","(0.49,)",668,True,True,True,False,True,False
299,e1c444c1-7f13-4f71-862b-d60cb1125f86,37,Female,Single,Medium,High School,Museum/gallery curator,Living with parents,"(0,)","(0.21,)",523,True,True,True,True,False,True
300,c921af59-9932-4115-8323-b7d453bf038f,25,Female,Married,Medium,High School,Neurosurgeon,Living with parents,"(0,)","(0.29,)",568,False,False,True,True,False,False
301,f5950800-d4b2-40d8-8393-e99ada406c07,33,Male,Married,High,High School,Youth worker,Owns house,"(4,)","(0.1,)",639,True,True,True,False,True,True
302,9c000897-fab3-4e01-b97c-8d99a624c714,55,Female,Single,Low,College,Broadcast presenter,Living with parents,"(5,)","(0.39,)",680,True,True,False,True,True,True
303,659b09c2-5648-454e-a9b9-d1a1bf480223,62,Male,Widowed,Medium,High School,Copy,Owns house,"(0,)","(0.11,)",677,False,False,True,False,False,True
304,f5396214-cc89-4cd4-abd4-e6915b44ea90,21,Female,Widowed,Medium,College,Restaurant manager,Owns house,"(3,)","(0.34,)",767,False,False,True,False,True,False
305,27f0259a-be56-4860-948c-2cf2fe464c39,52,Male,Divorced,Low,University,Retail merchandiser,Owns house,"(1,)","(0.49,)",624,True,False,True,True,True,False
306,59df485f-8dc9-431c-97d3-39ba4c774b0a,44,Female,Divorced,High,College,Database administrator,Rents,"(4,)","(0.33,)",422,True,True,True,False,True,True
307,6bbdd70e-7365-4459-b883-d43a4f77b20c,42,Female,Widowed,Medium,High School,Learning disability nurse,Owns house,"(1,)","(0.41,)",773,True,False,False,True,False,False
308,2e548d67-148e-4cda-af5e-985a03c563b4,32,Male,Single,Low,College,Physiological scientist,Living with parents,"(2,)","(0.15,)",608,True,True,False,True,True,False
309,416f816a-22e6-4a86-b104-4c87fb020730,38,Female,Single,Low,High School,Fitness centre manager,Rents,"(3,)","(0.21,)",478,True,True,True,True,True,True
310,f18166cc-2651-4cfc-8d6d-91ea41b6113a,61,Female,Married,Low,University,"Lecturer, further education",Owns house,"(2,)","(0.34,)",710,True,True,True,True,False,True
311,82986226-a8d4-4d3e-ab87-a8c2c3dbae1f,68,Female,Widowed,Low,University,Chief Operating Officer,Living with parents,"(4,)","(0.13,)",450,False,False,True,False,True,True
312,b5d96491-44a3-48e2-9805-484e1399a43d,56,Female,Divorced,Medium,High School,"Nurse, adult",Rents,"(0,)","(0.16,)",577,False,True,True,False,False,True
313,1838c427-3860-420c-b0c3-415a578ccc98,22,Male,Single,High,College,"Designer, blown glass/stained glass",Owns house,"(0,)","(0.25,)",694,True,True,True,True,True,True
314,465f7064-d534-4ca7-82d3-fe9252e473d7,23,Female,Widowed,Medium,College,Medical sales representative,Rents,"(5,)","(0.21,)",721,True,False,True,False,True,True
315,6f071035-2d98-411b-8a81-59108a0f91dd,33,Female,Divorced,Medium,College,"Engineer, energy",Rents,"(3,)","(0.39,)",698,True,True,True,True,True,False
316,65b25a89-6b29-41f0-85e5-f10bee813604,67,Female,Single,Medium,High School,Podiatrist,Living with parents,"(4,)","(0.21,)",822,False,True,False,True,False,False
317,cbfe23e1-f87e-4fff-9ca3-27b811195442,68,Male,Widowed,Low,College,Medical physicist,Living with parents,"(0,)","(0.48,)",716,True,True,True,True,False,True
318,a941ddc0-a89e-4111-aa8e-795235be5f72,34,Male,Widowed,High,College,"Lecturer, further education",Living with parents,"(4,)","(0.37,)",667,False,True,True,False,False,True
319,6ef36f41-5e28-42ee-a28c-00fce73011d4,63,Female,Widowed,Low,University,Fashion designer,Owns house,"(1,)","(0.35,)",624,False,True,True,True,False,False
320,21999596-15d7-4889-adda-a447c247d78a,50,Female,Single,Medium,College,Paramedic,Owns house,"(5,)","(0.13,)",712,False,True,True,True,False,True
321,350f566d-f1b3-49f3-969b-6f0da13d30f9,60,Male,Single,High,College,Counselling psychologist,Rents,"(3,)","(0.25,)",725,False,True,False,False,True,True
322,ea92b5b0-baf1-4403-a9e6-86a442c4527d,23,Male,Divorced,High,High School,"Scientist, research (life sciences)",Owns house,"(4,)","(0.41,)",541,True,False,False,True,True,False
323,5e5c1c7b-8160-4f56-a20d-850832b4e730,53,Female,Widowed,Low,University,Tourist information centre manager,Owns house,"(0,)","(0.25,)",598,False,True,True,True,True,True
324,34247754-4223-4167-b4a3-b362e7d619c1,40,Female,Divorced,Medium,University,Lexicographer,Rents,"(4,)","(0.17,)",752,True,True,True,True,True,False
325,50e5c19b-d711-450d-95bb-908d6a38cd47,44,Male,Married,High,High School,Town planner,Rents,"(1,)","(0.34,)",450,True,True,False,True,False,True
326,f65c7d2c-4010-4704-9841-cc971de26a5f,37,Male,Divorced,Medium,University,Illustrator,Owns house,"(4,)","(0.25,)",593,True,True,False,True,False,True
327,be39c09a-9f46-44af-9497-7321365d0c43,23,Male,Single,High,College,Press sub,Owns house,"(0,)","(0.48,)",707,False,False,True,True,False,False
